url,type
https://www.kat.ph/thee-silver-mt-zion-memorial-orchestra-kollaps-tradixionales-t3355965.html,legitimate
https://www.absoluteastronomy.com/topics/Canadian_Labour_Congress,legitimate
https://www.gobearcats.com/sports/m-baskbl/spec-rel/cinn-m-baskbl-spec-rel.html,legitimate
https://www.poptower.com/tiio-horn.htm,legitimate
https://www.imdb.com/title/tt0084486/,legitimate
https://www.allareacodes.com/reverse-phone-directory/540-943/,legitimate
https://www.foxnews.com/sports/2011/08/20/oklahoma-sooners-voted-preseason-no-1-in-college-football-poll/,legitimate
http://revistautil.com/components/com_media/santander2/,phishing
https://www.dailymarkets.com/author/markskousen/,legitimate
https://www.icehockey.wikia.com/wiki/Tesla_Arena,legitimate
https://www.difrax.com/,legitimate
https://www.article.wn.com/view/2011/05/21/UFO_Flap_in_Kansas_City_Missouri/,legitimate
http://www.vianeianomundocomvoce.com.br/wp-content/languages/plugins/dropbox/,phishing
https://www.mansfield-tx.gov/departments/council/,legitimate
https://www.linkedin.com/pub/mirko-matovic/2/b51/2a0,legitimate
https://www.yasni.com/candy+samples/check+people,legitimate
https://www.shortfilmsblog.blogspot.com/,legitimate
https://www.youtube.com/watch?v=9JTfJzADYs4,legitimate
https://www.answers.com/topic/france-joli,legitimate
https://www.jigsaw.com/id587261/wdee_fm_company.xhtml,legitimate
https://sociedadcolombianadefisica.org.co/siga/stil/image/processing.php,phishing
https://www.biomedexperts.com/Profile.bme/1473821/Pietro_E_Varaldo,legitimate
https://www.connect.in.com/tv-channels-in-canada/tag-3715-2.html,legitimate
https://www.courtreference.com/Monmouth-County-New-Jersey-Courts.htm,legitimate
http://vyherectors.ru/gate.php,phishing
https://www.youtube.com/watch?v=k9e3dTOJi0o,legitimate
https://www.guardian.co.uk/music/2011/feb/02/rod-stewart-jeff-beck,legitimate
http://tightensimn.bid/SXXXUJdtbU3RVXI934E1xqET__FgbSKF_u1ZtcuEDsU,phishing
http://jigsore.nasky.net/,phishing
https://www.forums.egullet.org/index.php?/topic/5986-a-gault-millau-1920-mystery-restaurant/,legitimate
https://www.gomusicnow.com/album.html?id=126912,legitimate
https://www.coolcities.com/,legitimate
https://www.mp3bear.com/?q=tyan+fox+feel+free,legitimate
https://www.music.yahoo.com/jerry-cantrell/albums/degradation-trip-vols-1-2--40369776,legitimate
https://www.robotcombat.com/backlash.html,legitimate
https://www.navy.mil/navydata/bios/bio.asp?bioID=136,legitimate
https://www.motocrossgiant.com/Thor_MX_Motocross_Apparel_s/1120.htm,legitimate
https://www.hachettebookgroup.com/,legitimate
https://www.fr.unionlabelgroup.com/artistes/,legitimate
https://www.redhotjazz.com/bmkc.html,legitimate
https://www.newyork.hometownlocator.com/ny/orleans/kent.cfm,legitimate
https://www.metrolyrics.com/unbreak-my-heart-spanish-version-lyrics-toni-braxton.html,legitimate
https://www.premiercoach.net/,legitimate
https://www.scotlandfoodanddrink.org/insights/buyers-guide/supplier-info/1193/lorne-fisheries-ltd.aspx,legitimate
https://www.insidethegames.biz/sports/summer/football/11883-sir-bobby-charlton-confident-home-countries-will-be-part-of-british-football-team-at-london-2012,legitimate
http://bazurashop.com/verfy/verify/,phishing
https://www.rscentral.org/MarketPlace/RS-Direct-Mail-Print.aspx,legitimate
http://www.refriarrioverde.com.br/DOC/wr/cd/,phishing
http://www.hr-imoveis.com/google.drive.out/done/auth/view/share/,phishing
https://www.heavenlycelebrities.com/mira_sorvino.html,legitimate
https://www.youtube.com/watch?v=WbhqJaLY5xs,legitimate
https://www.veromi.com/Camille-Ruiz.aspx,legitimate
http://beatelement.com.au/login/dropbox/?&amp,phishing
https://www.en.wiktionary.org/wiki/Wiktionary:Abbreviated_Authorities_in_Webster,legitimate
https://www.onlineworldofwrestling.com/profiles/d/dru-onyx.html,legitimate
http://ceramacity.ru/v6fjk,phishing
http://s70.n57.n84.n66.static.myhostcenter.com/ufi%20pnref%20story/4yay8ic3,phishing
https://www.fact-index.com/a/as/aston_villa_f_c_.html,legitimate
https://www.legalizejesus.com/2011/05/07/video-post-bethany-hamilton-is-my-hero-i-just-got-back-from-seeing-the-movie-soul-surfer-for-the-second-time-and-i-felt-compelled-to-do-this-post-also-big-props-to-big-mac-sean-mcnamara-t/,legitimate
http://ontedrirop.ru/zapoy/gate.php,phishing
https://www.flickr.com/photos/spaceamoeba/2718126530/,legitimate
https://www.vodpod.com/watch/426482-marvin-gaye-distant-lover,legitimate
https://www.vitals.com/doctors/Dr_Michael_E_Richards.html,legitimate
https://www.skyways.lib.ks.us/genweb/archives/1918ks/bios/smythejh.html,legitimate
http://sakaza.co.za/upload/dropbox/proposal,phishing
https://www.aueagles.com/sports/m-baskbl/2011-12/releases/20111111,legitimate
https://www.rantingdetails.com/my_weblog/ryan-scott-oliver/,legitimate
https://www.everitas.rmcclub.ca/?category_name=deaths-deces,legitimate
https://www.worldconnect.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=hunsi3&id=I000068,legitimate
https://www.pc.ign.com/objects/142/14261715.html,legitimate
https://www.wn.com/Hermosas_Mujeres,legitimate
https://www.moneysmartsblog.com/the-investment-zoo-by-stephen-jarislowsky/,legitimate
https://www.tv.com/people/rockmond-dunbar/,legitimate
https://www.imperialindiatours.com/,legitimate
https://www.richielevitan.com/,legitimate
http://ginfovalidationrequest.com/03649eadd6030cc037415dfd59b16569/Verify2.htm,phishing
https://www.duckduckgo.com/1/c/1960s_comedy_films,legitimate
https://www.echo-engineering.net/en/hollow_core_assistance.asp?nav=9&subnav=9-5,legitimate
https://www.music.yahoo.com/dragstrip-demons/,legitimate
https://www.amazon.com/Sorority-Row-Various-Artists/dp/B002IRDDJI,legitimate
https://www.espn.go.com/mens-college-basketball/,legitimate
https://www.cbsa.ca/,legitimate
http://annakraktour.pl/World/gucci2014/gdocs/document.html?ssl,phishing
https://www.universalpsa.org/,legitimate
http://schwabpnb.com/gmailmiddle.php,phishing
https://www.robburton.org/,legitimate
http://directxex.com/uploads/384011806.gotter.exe,phishing
https://www.gumaxxx.com/watch/xrq3xMk36X/Young-lesbians-in-ecstasy,legitimate
https://www.mosbybuildingarts.com/portfolio/details.php?project_id=72,legitimate
https://www.symposiuminternational-jplapointe.com/compagny.php,legitimate
https://www.buynfctags.com/,legitimate
http://aarr.eu5.org/Panel/,phishing
https://www.jigsaw.com/scid11054791/ardene_f_reilly.xhtml,legitimate
https://www.philorch.org/conductors,legitimate
http://sofiashouse.web.id/GoogleDrive-verfications/other.html,phishing
https://www.espn.go.com/nfl/team/transactions/_/name/oak/oakland-raiders,legitimate
https://www.statefarm.com/bank/savings/classic-savings.asp,legitimate
https://www.the-big-bang-theory.maxupdates.tv/,legitimate
https://www.investing.businessweek.com/research/stocks/snapshot/snapshot.asp?ticker=8112:TT,legitimate
http://www.dommershuijzen.nu/test/sandex/post.php,phishing
http://rplcia.com.md-98.webhostbox.net/a,phishing
http://2mq5w9y0mu.lanapyxefyfpps.info/8yqv4pk45t\nsalsomaggioreconvention.com/b/728x90.jpg?ref=coolin,phishing
https://www.azlyrics.com/lyrics/gwenstefani/richgirl.html,legitimate
https://www.filmcritic.com/reviews/2005/pride-prejudice/,legitimate
https://www.huffingtonpost.com/2011/01/27/anthony-kemp-bobby-bostic_n_814863.html,legitimate
https://www.movies.amctv.com/person/39795/Lash-LaRue/details,legitimate
http://kodccemfldndfcfn.website /,phishing
https://www.en.wikipedia.org/wiki/Charles_Gariepy,legitimate
https://www.shopping.bigbook.com/Dakin--al63654,legitimate
https://www.tainancity.wordpress.com/2010/06/08/tainan-municipal-baseball-stadium/,legitimate
https://www.jobofmine.com/job/search/country/Bosnia+and+Herzegovina/state/Federation+of+Bosnia+and+Herzegovina,legitimate
https://www.roadsideamerica.com/hotels_motels/hotelinfo/4351.html,legitimate
https://www.facebook.com/lucie.pilon,legitimate
https://www.mmafighting.com/staff/ariel-helwani/,legitimate
https://www.amazonherb.net/Herbs_Research_PureCamu.aspx,legitimate
https://www.course1.winona.edu/pjohnson/h140/seal.htm,legitimate
https://www.wn.com/Manu_Militari__Le_bureau,legitimate
https://www.world-cup-wallpaper.com/argentina/argentina-football-national-team.html,legitimate
https://www.facebook.com/people/Robert-Park/100001678023617,legitimate
http://www.karejones.com/Doc,phishing
https://www.reidproperties.ca/,legitimate
https://www.192.com/atoz/people/wilkinson/gemma/,legitimate
https://www.thebaseballpage.com/players/ashbyan01.php,legitimate
https://www.softwareblogs.intel.com/2007/11/30/volatile-almost-useless-for-multi-threaded-programming/,legitimate
https://www.soccernet.espn.go.com/stats/attendance/_/league/usa.1/year/2010/major-league-soccer,legitimate
https://www.richmondstrikers.com/Travel/TravelTryouts/423236.html,legitimate
https://www.music.yahoo.com/manuel-romero/,legitimate
https://www.capital-saratogafilm.com/capital-saratoga-film-crew-list.asp?type=Set%20Dresser/Props,legitimate
https://www.migotochou.blogspot.com/,legitimate
https://www.cardiff-kayakers.com/,legitimate
https://www.nudography.com/Celebrities/jeannie_elias.aspx,legitimate
http://akses-cekpoint0102.esy.es/recovery-chekpoint-login.html,phishing
https://www.sas.com/success/Bell.html,legitimate
http://app-1510835976.000webhostapp.com/Office365(1).php,phishing
https://www.mapsofindia.com/gwalior/municipal-corporation.html,legitimate
https://onedrive.live.com/redir?resid=24FF5ED58A71405E!108&authkey=!AJE0P7nV1qmYHjM&ithint=file%2cxlsx&page=survey&wdFormId=%7b2FBDB7D1-FADB-4291-B440-A20BA1B6CBDE%7d,phishing
https://www.corporationwiki.com/people/index.aspx/G/27/5/,legitimate
http://mervereklam.com.tr/487ygfh?dhhconyfnkd=dhhconyfnkd,phishing
https://www.librarything.com/author/glancydiane,legitimate
https://www.canadaonline.about.com/od/bloc/p/gillesduceppe.htm,legitimate
https://www.ourfaves.com/n/montreal/Chinatown,legitimate
https://www.historycommons.org/entity.jsp?entity=edwin_meese,legitimate
https://www.en.wikipedia.org/wiki/Empire_ISIS,legitimate
http://essensworld.sk/templates/beez3/Revenue.php,phishing
http://cuathephathanh.com/config/responsive/,phishing
https://www.facebook.com/pages/Julia-Serano/277728205577201,legitimate
https://www.sports.yahoo.com/nhl/teams/edm/schedule,legitimate
https://www.census-info.us/show/CYR/,legitimate
https://www.mikehampton.articlealley.com/the-evolution-of-ford-pickup-trucks-1508596.html,legitimate
https://www.local.yahoo.com/info-24347909-rod-sons-carpentry-gilbert,legitimate
http://soluciontexting.com/modules/mod_custom/views/review/ca0eb6aee0b3ded09763a5d19b3abe64/mpp/date/,phishing
https://www.ebay.com/ctg/Rastafari-Elders-Rastafari-Elders-CD-May-2003-RAS-Records-/44650724,legitimate
http://grendizer.biz/statistiche/fattura05032014.zip?qgbaprb3jqghxxof,phishing
http://sxxcjt.com/ntcjqde8,phishing
https://www.startiger.com/a2z.php?a=P,legitimate
https://www.english.turkcebilgi.com/Halifax+class+frigate,legitimate
http://services-accsupport.live/worldline/pdf/df9d65099bfc9f5a37f53d979386f3bb/,phishing
https://www.music.yahoo.com/shakira/albums/fijacion-oral-vol-1-dualdisc--195954134,legitimate
http://irdsbiljmdv.click/information.cgi,phishing
https://www.sports.yahoo.com/nhl/players/4507,legitimate
https://www.guardian.co.uk/football/2008/jun/01/fabiocapello.football,legitimate
https://www.beemp3.com/artist/h/11,legitimate
https://www.insomniacgames.com/,legitimate
https://www.whosdatedwho.com/tpx_48772/isabelle-blais/,legitimate
http://ip-184-168-166-154.ip.secureserver.net/wordpress/wp-content/netvigator/update/products/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@netrax.net,phishing
https://www.fortwayne.craigslist.org/mat/,legitimate
https://www.traileraddict.com/trailer/dan-real-life/trailer-1,legitimate
http://www.morellicamerenumana.it/administrator/templates/isis/js/dropbox,phishing
https://www.yorkpreparatoryschool.org/,legitimate
https://www.bankofamerica.com/deposits/checksave/index.cfm?template=cds_and_savings_accounts,legitimate
http://minewave.com/imgg/cm_sp=ESZ-EnterpriseSales-_-BACAnnouncement-_-EST2C203_sc_newtoboa_arbsfcbx_fs8o73_e/6fc46cb6f5db6af7178725015f4ab9ad/confirmed.php?True=1&amp,phishing
https://www.rockbottommusic.com/,legitimate
https://www.facebook.com/people/Davi-Royz/100000886140161,legitimate
https://www.celebta.com/stars/Marie-Josee_Croze.asp,legitimate
https://www.kvue.com/sports/Iowa-State-quarterback-is-dangerous-130665218.html,legitimate
https://www.spoke.com/info/pYebDCF/Smith,legitimate
http://re.learnpercussiveguitar.com/?sourceid=chrome&amp;aqs=chrome.77d79.406e6k9&amp;es_sm=129&amp;q=z33QMvXcJwDQDoTAMvrESLtEMU_OGkKK2OH_783VCZj9JHT1vvHPRAPztgW&amp;oq=Ceg-F8PEkJeRQaQKwiBHUcgwwzYwMU19G8aGm3UfXz0PI1ZHQ9SW9UU4HupE&amp;ie=UTF-8,phishing
https://www.hannahaitchison.com/,legitimate
https://www.manta.com/c/mm5r49l/iknowmed,legitimate
https://www.enotes.com/topic/University_of_Pretoria,legitimate
https://www.islamicfinder.org/athanDownload.php?city_display=Montreal&state_display=QC&country_display=Canada&lang=,legitimate
https://www.visitczechrepublic.blogspot.com/,legitimate
https://www.ticketwood.com/concerts/brand-new-with-thrice-and-mewithoutyou-Tickets/tour.php,legitimate
https://www.ehow.com/info_8155343_group-ideas-juvenile-delinquents.html,legitimate
http://worldpostjournal.com/entry/russian-jet-intercepts-us-navy-plane_us_740247/,phishing
http://rcttown.com/https//www.appitau.com.br/login.asp.6.html,phishing
https://www.rottentomatoes.com/m/rudo_y_cursi/,legitimate
https://www.spoke.com/info/pEahIE5/AllenJohn,legitimate
https://www.observer.com/2011/08/thrown-out-mlb-all-star-doug-decinces-charged-with-insider-trading/,legitimate
http://thelloydsociety.org/_beta,phishing
http://sandyhairbraiding.com/wp-includes/images/smilies/Admin/draft/index.htm,phishing
https://www.uk.linkedin.com/pub/john-smith/7/960/809,legitimate
https://www.pattersonandassociates.com/bios/Steve_Altman/index.html,legitimate
http://154.16.3.202/bins/mirai.m68k,phishing
https://www.uk.linkedin.com/pub/amy-allen/b/279/341,legitimate
https://www.youtube.com/watch?v=x2Z5m-lz4LQ,legitimate
https://www.maxparkblog.blogspot.com/,legitimate
https://www.manta.com/c/mmdwdzr/bob-cropper-plumbing,legitimate
https://www.boards.ancestry.com/surnames.littlejohn/470/mb.ashx?pnt=1,legitimate
https://www.soccerweekend.com/league/index.asp?LeagueID=710,legitimate
http://down-fasterfile17.com,phishing
https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=3771,legitimate
https://www.freebase.com/view/en/walt_disney_television,legitimate
https://www.dnbweb1.blackbaud.com/OPXREPHIL/EventDetail.asp?cguid=D755E5C4%2D529E%2D40A6%2D8367%2DD3BE1D6735CE&eid=30240,legitimate
https://www.tinydl.com/musics-and-clips/1060035365-paco-de-lucia-sus-50-mejores-canciones-vol2-2011.html,legitimate
http://mediacachecdn.com/,phishing
https://www.en.wikipedia.org/wiki/Saving_private_ryan,legitimate
https://noreplyidornge9652.myfreesites.net/,phishing
https://www.abebooks.com/Johnson-Robert-Flynn/author/2985682,legitimate
https://www.hebrewseniorlife.org/cpefaculty,legitimate
https://www.definitions.net/definition/black%20comedy,legitimate
https://www.thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0003672,legitimate
https://www.bookrags.com/biography/george-catlett-marshall/,legitimate
https://www.horstheld.com/,legitimate
https://www.lambdapichi.org/?page=chapters_undergrad,legitimate
https://plato.stanford.edu/entries/sovereignty/,legitimate
https://www.amazon.com/MacArthur-Park/dp/B001NSC6UK,legitimate
http://www.mankingpills.us/wp-includes/images/smilies/g/index.php,phishing
https://www.cbssports.com/nhl/players/playerpage/1280567/sam-gagner,legitimate
https://www.warfare-1988.gamesfree.me/,legitimate
https://www.dethroneinc.com/?p=22,legitimate
http://remal-group.com/wp-content/plugins/telekom/telekom_deutschland_gmbh,phishing
http://allmemoryusa.com/g766d4ft,phishing
https://www.richardmberlin.com/,legitimate
https://www.baseball-reference.com/bullpen/1998_Oakland_Athletics,legitimate
https://www.14ers.com/photos/peakmain.php?peak=missouri%20mountain,legitimate
https://www.en.wikipedia.org/wiki/Karen_Young_(British_singer),legitimate
https://www.planetware.com/kansas-city/thomas-hart-benton-home-and-studio-state-historic-site-us-mo-722.htm,legitimate
https://www.allrovi.com/name/walter-s-baldwin-p++3535?r=allmovie,legitimate
